Customer Name,City,State,Days to Ship,Product Name,Actual Discount,Sales,Profit,Quantity,Order Day of Week,Order Day of Year,Order Year,Ship Day of Week,Ship Day of Year,Ship Year
Tyler Miah,Granada,Andalusía,4,"Samsung Signal Booster, Full Size",24.8,248,105,2,3,35,2016,0,39,2016
Carl Proctor,Lanester,Brittany,6,"Hamilton Beach Toaster, Silver",15.7,157,59,3,3,35,2016,2,41,2016
Carl Proctor,Lanester,Brittany,6,"Sharp Ink, Laser",79.35,529,6,5,3,35,2016,2,41,2016
Carl Proctor,Lanester,Brittany,6,"Samsung Speaker Phone, Cordless",64.35,429,10,4,3,35,2016,2,41,2016
Niki Peirce,Zwolle,Overijssel,6,"Wilson Jones Binder Covers, Economy",3.0,6,-3,1,4,36,2016,3,42,2016
Ali Mander-Jones,Eskilstuna,Södermanland,4,"Rogers File Cart, Single Width",141.5,283,-136,4,5,37,2016,2,41,2016
Taj Knetes,Rome,Lazio,5,"Dania Corner Shelving, Traditional",0.0,244,83,2,5,37,2016,3,42,2016
Owen Faulkner,Stuttgart,Baden-Württemberg,7,"Cardinal 3-Hole Punch, Clear",0.0,113,24,4,6,38,2016,6,45,2016
Oscar Noble,Kortrijk,West Flanders,5,"Sanford Pencil Sharpener, Water Color",0.0,104,27,4,6,38,2016,4,43,2016
David Arnold,Witten,North Rhine-Westphalia,0,"Ibico Binding Machine, Recycled",0.0,207,37,4,6,38,2016,6,38,2016
Sam Rees,Cholet,Pays de la Loire,2,"Hon Rocking Chair, Black",34.6,346,108,3,6,38,2016,1,40,2016
Sam Rees,Cholet,Pays de la Loire,2,"Cardinal Hole Reinforcements, Recycled",0.0,17,7,3,6,38,2016,1,40,2016
Kayla Tearle,Leeds,England,4,"Avery Legal Exhibit Labels, 5000 Label Set",0.0,35,16,3,0,39,2016,4,43,2016
Kayla Tearle,Leeds,England,4,"Fellowes Folders, Blue",0.0,79,40,3,0,39,2016,4,43,2016
Kayla Tearle,Leeds,England,4,"Fellowes Folders, Wire Frame",0.0,51,13,2,0,39,2016,4,43,2016
Kayla Tearle,Leeds,England,4,"Rogers Shelving, Wire Frame",0.0,122,38,2,0,39,2016,4,43,2016
Kayla Tearle,Leeds,England,4,"Memorex Memory Card, USB",0.0,307,74,3,0,39,2016,4,43,2016
Kayla Tearle,Leeds,England,4,"SanDisk Numeric Keypad, Bluetooth",0.0,389,0,7,0,39,2016,4,43,2016
Kayla Tearle,Leeds,England,4,"Apple Signal Booster, Full Size",0.0,414,21,3,0,39,2016,4,43,2016
Cooper Burn,Valencia,Valenciana,4,"Sanford Pens, Fluorescent",0.0,87,24,7,0,39,2016,4,43,2016
Cooper Burn,Valencia,Valenciana,4,"Accos Paper Clips, Assorted Sizes",0.0,14,1,1,0,39,2016,4,43,2016
Cooper Burn,Valencia,Valenciana,4,"Epson Receipt Printer, White",31.2,312,114,3,0,39,2016,4,43,2016
Thomas Shepherd,Nottingham,England,4,"Smead Folders, Wire Frame",0.0,33,2,2,0,39,2016,4,43,2016
Leo Jenkins,Northampton,England,3,"Office Star Rocking Chair, Set of Two",0.0,429,17,3,0,39,2016,3,42,2016
Leo Jenkins,Northampton,England,3,"Acco Binder Covers, Recycled",0.0,82,24,6,0,39,2016,3,42,2016
Leo Jenkins,Northampton,England,3,"Avery Binder Covers, Recycled",0.0,23,8,2,0,39,2016,3,42,2016
Bailey Morris,Norwich,England,4,"Advantus Clamps, Assorted Sizes",0.0,67,9,4,0,39,2016,4,43,2016
Aaron Bootman,Bognor Regis,England,5,"Fellowes Shelving, Industrial",0.0,175,77,3,0,39,2016,5,44,2016
Annabelle Heydon,Stockholm,Stockholm,7,"Sauder Classic Bookcase, Metal",1415.0,2830,-1981,13,0,39,2016,0,46,2016
Annabelle Heydon,Stockholm,Stockholm,7,"Sanford Sketch Pad, Fluorescent",23.5,47,-3,2,0,39,2016,0,46,2016
Annabelle Heydon,Stockholm,Stockholm,7,"Stanley Markers, Water Color",19.0,38,-13,3,0,39,2016,0,46,2016
Annabelle Heydon,Stockholm,Stockholm,7,"Acco 3-Hole Punch, Recycled",30.5,61,-50,4,0,39,2016,0,46,2016
Annabelle Heydon,Stockholm,Stockholm,7,"Fellowes File Cart, Wire Frame",102.5,205,-119,3,0,39,2016,0,46,2016
Annabelle Heydon,Stockholm,Stockholm,7,"Tenex Folders, Single Width",23.5,47,-27,4,0,39,2016,0,46,2016
Angus Reading,Apeldoorn,Gelderland,2,"Epson Calculator, Durable",23.5,47,-21,2,0,39,2016,2,41,2016
Poppy Gunn,Rouen,Normandy,5,"Cardinal Binder, Durable",0.0,31,2,2,1,40,2016,6,45,2016
Chelsea Parkinson,Barcelona,Catalonia,3,"Hamilton Beach Blender, Black",0.0,282,14,4,1,40,2016,4,43,2016
Chelsea Parkinson,Barcelona,Catalonia,3,"Hoover Stove, Red",0.0,1137,568,2,1,40,2016,4,43,2016
Skye Hammond,Portsmouth,England,1,"Fellowes Folders, Single Width",0.0,79,32,3,3,42,2016,4,43,2016
Tyson Brookman,Kalundborg,Zealand,3,"Harbour Creations Bag Chairs, Set of Two",16.0,32,-12,1,3,42,2016,6,45,2016
Tyson Brookman,Kalundborg,Zealand,3,"Deflect-O Clock, Black",96.6,161,-229,8,3,42,2016,6,45,2016
Tyson Brookman,Kalundborg,Zealand,3,"Green Bar Parchment Paper, Recycled",25.0,50,-4,6,3,42,2016,6,45,2016
Jasper Neighbour,Madrid,Madrid,4,"Stanley Markers, Water Color",0.0,152,50,6,3,42,2016,0,46,2016
Jasper Neighbour,Madrid,Madrid,4,"Ames Clasp Envelope, Recycled",0.0,6,1,1,3,42,2016,0,46,2016
Jasper Neighbour,Madrid,Madrid,4,"OIC Push Pins, Bulk Pack",0.0,45,9,3,3,42,2016,0,46,2016
Jasper Neighbour,Madrid,Madrid,4,"Fellowes Trays, Single Width",10.3,103,46,2,3,42,2016,0,46,2016
Jasper Neighbour,Madrid,Madrid,4,"Elite Box Cutter, High Speed",0.0,140,56,4,3,42,2016,0,46,2016
Jasper Neighbour,Madrid,Madrid,4,"Logitech Mouse, USB",0.0,88,11,3,3,42,2016,0,46,2016
Jasper Neighbour,Madrid,Madrid,4,"Apple Audio Dock, with Caller ID",45.1,451,25,3,3,42,2016,0,46,2016
Sean Ford,Paris,Ile-de-France,6,"Epson Phone, Durable",72.3,482,-6,7,3,42,2016,2,48,2016
Rachel Morton,Vienna,Vienna,2,"Fellowes File Cart, Blue",0.0,412,165,3,4,43,2016,6,45,2016
Rachel Morton,Vienna,Vienna,2,"Panasonic Card Printer, Wireless",0.0,174,24,1,4,43,2016,6,45,2016
Everett Dunbar,Nottingham,England,4,"Apple Headset, Full Size",0.0,671,114,9,4,43,2016,1,47,2016
Phoebe Moore,Oviedo,Asturias,4,"Advantus Photo Frame, Black",0.0,689,7,13,4,43,2016,1,47,2016
Phoebe Moore,Oviedo,Asturias,4,"Cuisinart Refrigerator, Black",0.0,2478,1041,5,4,43,2016,1,47,2016
Tia Metcalfe,Birmingham,England,2,"Binney & Smith Sketch Pad, Easy-Erase",46.5,93,-65,4,4,43,2016,6,45,2016
Tia Metcalfe,Birmingham,England,2,"Harbour Creations Color Coded Labels, Alphabetical",9.5,19,0,3,4,43,2016,6,45,2016
Tia Metcalfe,Birmingham,England,2,"Novimex Round Labels, Alphabetical",4.5,9,-1,3,4,43,2016,6,45,2016
Tia Metcalfe,Birmingham,England,2,"Smead File Cart, Blue",159.5,319,-312,5,4,43,2016,6,45,2016
Tia Metcalfe,Birmingham,England,2,"Canon Copy Machine, Laser",131.0,262,-215,2,4,43,2016,6,45,2016
Mary Parker,Gothenburg,Västra Götaland,5,"Rogers Lockers, Wire Frame",105.5,211,-105,2,4,43,2016,2,48,2016
Michael Kim,Sandnes,Rogaland,1,"Okidata Receipt Printer, Durable",0.0,369,15,3,5,44,2016,6,45,2016
Logan Allan,Stavanger,Rogaland,5,"Enermax Keyboard, USB",0.0,335,110,4,6,45,2016,4,50,2016
Joel McKean,Rhondda,Wales,3,"Sanford Markers, Water Color",0.0,79,7,3,0,46,2016,3,49,2016
Noah Old,Bremen,Bremen,0,"Cuisinart Coffee Grinder, Silver",10.6,106,12,3,0,46,2016,0,46,2016
Noah Old,Bremen,Bremen,0,"Okidata Printer, Durable",0.0,269,91,1,0,46,2016,0,46,2016
Aubrey Shedd,Dortmund,North Rhine-Westphalia,5,"Tenex Stacking Tray, Black",0.0,126,18,5,0,46,2016,5,51,2016
Aubrey Shedd,Dortmund,North Rhine-Westphalia,5,"Avery Color Coded Labels, Alphabetical",0.0,39,16,3,0,46,2016,5,51,2016
Aubrey Shedd,Dortmund,North Rhine-Westphalia,5,"Harbour Creations Shipping Labels, 5000 Label Set",0.0,36,8,3,0,46,2016,5,51,2016
Aubrey Shedd,Dortmund,North Rhine-Westphalia,5,"Elite Letter Opener, High Speed",0.0,107,45,4,0,46,2016,5,51,2016
Oscar Noble,Munster,Lower Saxony,7,"Ikea Corner Shelving, Pine",44.8,448,-10,4,0,46,2016,0,53,2016
Oscar Noble,Munster,Lower Saxony,7,"Boston Highlighters, Water Color",0.0,44,8,2,0,46,2016,0,53,2016
Oscar Noble,Munster,Lower Saxony,7,"Tenex Lockers, Wire Frame",128.0,1280,299,7,0,46,2016,0,53,2016
Alice Black,Brindisi,Apulia,4,"Ikea Classic Bookcase, Traditional",0.0,1235,469,3,0,46,2016,4,50,2016
Alice Black,Brindisi,Apulia,4,"SanDisk Message Books, 8.5 x 11",0.0,56,27,2,0,46,2016,4,50,2016
Alice Black,Brindisi,Apulia,4,"Smead Shelving, Wire Frame",11.6,29,3,1,0,46,2016,4,50,2016
Alice Black,Brindisi,Apulia,4,"Okidata Phone, White",40.8,102,-67,2,0,46,2016,4,50,2016
Casey Forte,Dublin,Dublin,3,"SAFCO Swivel Stool, Black",124.0,248,-70,3,1,47,2016,4,50,2016
Jose Gullo,Stockholm,Stockholm,5,"Ames Peel and Seal, Security-Tint",31.5,63,-24,6,1,47,2016,6,52,2016
Peggy Hua,Frankfurt,Hesse,2,"Konica Printer, Durable",0.0,1072,311,4,3,49,2016,5,51,2016
Vaughn Gibbs,Talavera de la Reina,Castile-La Mancha,5,"Deflect-O Clock, Erganomic",0.0,343,31,7,3,49,2016,1,54,2016
Vaughn Gibbs,Talavera de la Reina,Castile-La Mancha,5,"BIC Highlighters, Easy-Erase",0.0,38,9,2,3,49,2016,1,54,2016
Vaughn Gibbs,Talavera de la Reina,Castile-La Mancha,5,"Canon Fax and Copier, Laser",0.0,574,270,3,3,49,2016,1,54,2016
Jack Maughan,Genoa,Liguria,4,"Avery Binder Covers, Durable",0.0,38,5,3,3,49,2016,0,53,2016
Jack Maughan,Genoa,Liguria,4,"Stiletto Letter Opener, High Speed",0.0,111,19,4,3,49,2016,0,53,2016
Spencer Oliver,Moulins,Auvergne-Rhône-Alpes,5,"Novimex Steel Folding Chair, Black",57.5,575,45,8,3,49,2016,1,54,2016
Aidan Rowe,Tourcoing,Nord-Pas-de-Calais-Picardie,4,"Stanley Markers, Easy-Erase",0.0,45,0,2,3,49,2016,0,53,2016
Aidan Rowe,Tourcoing,Nord-Pas-de-Calais-Picardie,4,"Eldon Trays, Blue",8.6,86,8,2,3,49,2016,0,53,2016
Aidan Rowe,Tourcoing,Nord-Pas-de-Calais-Picardie,4,"Cisco Office Telephone, with Caller ID",41.1,274,-7,4,3,49,2016,0,53,2016
Harriet Webb,Angers,Pays de la Loire,0,"Stanley Pens, Fluorescent",0.0,90,8,8,3,49,2016,3,49,2016
Hershel Snyder,Oss,North Brabant,5,"Elite Letter Opener, Easy Grip",13.5,27,-25,2,3,49,2016,1,54,2016
Spencer Hull,Groningen,Groningen,1,"Ibico Index Tab, Clear",4.0,8,-2,2,3,49,2016,4,50,2016
Spencer Hull,Groningen,Groningen,1,"HP Copy Machine, Color",367.5,735,-235,6,3,49,2016,4,50,2016
Lewis Greenwood,Villingen-Schwenningen,Baden-Württemberg,3,"Memorex Flash Drive, Erganomic",0.0,82,8,3,6,52,2016,2,55,2016
David Mortlock,Gennevilliers,Ile-de-France,2,"Boston Pens, Blue",0.0,85,2,6,6,52,2016,1,54,2016
David Mortlock,Gennevilliers,Ile-de-France,2,"Harbour Creations File Folder Labels, 5000 Label Set",0.0,27,6,3,6,52,2016,1,54,2016
Alexander Bennett,Varese,Lombardy,7,"StarTech Inkjet, Wireless",289.6,724,-447,4,6,52,2016,6,59,2016
Bonnie Wilson,Dieppe,Normandy,4,"Jiffy Business Envelopes, Recycled",0.0,44,7,3,0,53,2016,4,57,2016
Bonnie Wilson,Dieppe,Normandy,4,"Rogers Shelving, Blue",16.8,168,-9,3,0,53,2016,4,57,2016
Bonnie Wilson,Dieppe,Normandy,4,"Enermax Mouse, Erganomic",0.0,114,8,3,0,53,2016,4,57,2016
Bonnie Wilson,Dieppe,Normandy,4,"Brother Fax and Copier, Digital",195.0,1300,-16,8,0,53,2016,4,57,2016
Daniel Lucas,Saint-Gratien,Ile-de-France,4,"GlobeWeis Manila Envelope, Set of 50",0.0,55,18,2,1,54,2016,5,58,2016
Aaron Cunningham,Weston-super-Mare,England,4,"BIC Highlighters, Blue",0.0,95,38,5,1,54,2016,5,58,2016
Alice Black,Rome,Lazio,4,"Fellowes Box, Wire Frame",45.2,113,11,10,2,55,2016,6,59,2016
Amy Pritchard,San Fernando,Andalusía,4,"Cisco Headset, with Caller ID",63.7,637,212,8,3,56,2016,0,60,2016
Edward Hodges,Wigan,England,2,"Office Star Steel Folding Chair, Adjustable",0.0,471,226,5,3,56,2016,5,58,2016
Edward Hodges,Wigan,England,2,"Avery Hole Reinforcements, Durable",0.0,18,6,3,3,56,2016,5,58,2016
Edward Hodges,Wigan,England,2,"Advantus Staples, Assorted Sizes",0.0,17,7,2,3,56,2016,5,58,2016
Edward Hodges,Wigan,England,2,"Enermax Flash Drive, USB",0.0,83,33,2,3,56,2016,5,58,2016
Dylan Dry,The Hague,South Holland,5,"Harbour Creations Rocking Chair, Set of Two",112.0,224,-143,3,3,56,2016,1,61,2016
David Lowe,Sheffield,England,3,"Acme Shears, Easy Grip",64.5,129,-75,5,3,56,2016,6,59,2016
Rory Martindale,Trier,Rhineland-Palatinate,5,"Harbour Creations Chairmat, Adjustable",13.4,134,42,2,3,56,2016,1,61,2016
Rory Martindale,Trier,Rhineland-Palatinate,5,"Tenex Stacking Tray, Black",0.0,51,7,2,3,56,2016,1,61,2016
Rory Martindale,Trier,Rhineland-Palatinate,5,"Motorola Audio Dock, Cordless",0.0,529,137,3,3,56,2016,1,61,2016
Jeffrey Laird,Marseille,Provence-Alpes-Côte d'Azur,3,"Okidata Receipt Printer, Red",137.7,918,22,9,4,57,2016,0,60,2016
Ava Giles,Nuneaton,England,5,"Boston Highlighters, Blue",0.0,94,24,5,4,57,2016,2,62,2016
Ava Giles,Nuneaton,England,5,"GlobeWeis Business Envelopes, Recycled",0.0,65,28,4,4,57,2016,2,62,2016
Nicole Todd,Pforzheim,Baden-Württemberg,3,"Sanford Sketch Pad, Fluorescent",0.0,234,110,5,4,57,2016,0,60,2016
Nicole Todd,Pforzheim,Baden-Württemberg,3,"Samsung Audio Dock, Full Size",0.0,672,87,4,4,57,2016,0,60,2016
Isabelle Torpy,Birmingham,England,2,"Okidata Printer, Durable",134.5,269,-86,2,4,57,2016,6,59,2016
Mason Adams,Salzburg,Salzburg,5,"Eldon Shelving, Single Width",0.0,145,0,3,5,58,2016,3,63,2016
Michael Myers,Frankfurt,Hesse,2,"BIC Highlighters, Easy-Erase",0.0,38,9,2,5,58,2016,0,60,2016
Jack Holland,Toulouse,Languedoc-Roussillon-Midi-Pyrénées,6,"Canon Fax Machine, High-Speed",215.8,332,-503,3,5,58,2016,4,64,2016
Rachel Tyler,Alkmaar,North Holland,5,"Sanford Sketch Pad, Fluorescent",23.5,47,-3,2,5,58,2016,3,63,2016
Declan Dundas,Genoa,Liguria,7,"Accos Paper Clips, Bulk Pack",0.0,57,21,4,6,59,2016,6,66,2016
Alexander Bond,Wasquehal,Nord-Pas-de-Calais-Picardie,2,"Avery Round Labels, Adjustable",0.0,5,1,1,6,59,2016,1,61,2016
Bianca Monsoor,Huddersfield,England,4,"Hoover Stove, White",0.0,1700,85,3,6,59,2016,3,63,2016
Bianca Monsoor,Huddersfield,England,4,"Belkin Mouse, Erganomic",0.0,154,26,4,6,59,2016,3,63,2016
Bianca Monsoor,Huddersfield,England,4,"SanDisk Numeric Keypad, Erganomic",0.0,455,77,8,6,59,2016,3,63,2016
Rhys Murphy,Naples,Campania,5,"Canon Wireless Fax, Laser",0.0,757,371,2,6,59,2016,4,64,2016
Hollie Norris,Colombes,Ile-de-France,4,"BIC Pens, Easy-Erase",0.0,44,10,3,0,60,2016,4,64,2016
Hollie Norris,Colombes,Ile-de-France,4,"Green Bar Computer Printout Paper, Recycled",0.0,59,5,2,0,60,2016,4,64,2016
Hershel Snyder,Cardiff,Wales,2,"Jiffy Business Envelopes, Security-Tint",0.0,32,2,2,0,60,2016,2,62,2016
Hershel Snyder,Cardiff,Wales,2,"Enermax Parchment Paper, Multicolor",0.0,34,10,2,0,60,2016,2,62,2016
Hershel Snyder,Cardiff,Wales,2,"Fellowes Folders, Industrial",0.0,81,19,3,0,60,2016,2,62,2016
Hershel Snyder,Cardiff,Wales,2,"Rogers Shelving, Wire Frame",0.0,184,57,3,0,60,2016,2,62,2016
Hershel Snyder,Cardiff,Wales,2,"Tenex Trays, Blue",0.0,271,57,5,0,60,2016,2,62,2016
Hershel Snyder,Cardiff,Wales,2,"Kleencut Scissors, Serrated",0.0,57,5,3,0,60,2016,2,62,2016
Angie Massengill,Heilbronn,Baden-Württemberg,4,"Stockwell Rubber Bands, Assorted Sizes",0.0,42,8,3,0,60,2016,4,64,2016
Angie Massengill,Heilbronn,Baden-Württemberg,4,"Rogers Box, Industrial",11.0,110,-12,5,0,60,2016,4,64,2016
Angie Massengill,Heilbronn,Baden-Württemberg,4,"Panasonic Calculator, Red",0.0,332,113,7,0,60,2016,4,64,2016
Crystal Turner,London,England,1,"Ibico Binding Machine, Economy",9.3,93,-1,2,0,60,2016,1,61,2016
Crystal Turner,London,England,1,"OIC Staples, Metal",5.2,52,18,5,0,60,2016,1,61,2016
Leah Barrett,Amiens,Nord-Pas-de-Calais-Picardie,5,"Ibico Binder Covers, Clear",0.0,39,3,3,3,63,2016,1,68,2016
Leah Barrett,Amiens,Nord-Pas-de-Calais-Picardie,5,"Wilson Jones 3-Hole Punch, Recycled",0.0,85,25,3,3,63,2016,1,68,2016
Isabella Fowler,Essen,North Rhine-Westphalia,2,"Hon Shipping Labels, Alphabetical",0.0,11,5,1,3,63,2016,5,65,2016
Isabella Fowler,Essen,North Rhine-Westphalia,2,"SanDisk Numeric Keypad, Bluetooth",0.0,221,35,4,3,63,2016,5,65,2016
Madison Holloway,Norderstedt,Schleswig-Holstein,4,"Fiskars Trimmer, Steel",0.0,125,15,3,3,63,2016,0,67,2016
Spencer Calvert,Oviedo,Asturias,5,"Konica Receipt Printer, White",10.9,109,29,1,3,63,2016,1,68,2016
Zachary Warner,Taranto,Apulia,3,"Acco Binder Covers, Clear",0.0,64,27,5,3,63,2016,6,66,2016
Zona Meyer,Innsbruck,Tyrol,4,"Hewlett Copy Machine, Color",0.0,1060,360,4,4,64,2016,1,68,2016
Zona Meyer,Innsbruck,Tyrol,4,"Motorola Speaker Phone, Cordless",0.0,265,13,2,4,64,2016,1,68,2016
Hayden Perkins,Odense,South Denmark,5,"Cuisinart Toaster, Silver",40.5,81,-44,3,4,64,2016,2,69,2016
Hayden Perkins,Odense,South Denmark,5,"Motorola Signal Booster, Cordless",328.5,657,-66,9,4,64,2016,2,69,2016
Libby Allan,Middlesbrough,England,5,"Sanford Sketch Pad, Blue",0.0,273,8,6,4,64,2016,2,69,2016
Nancy Seay,Milan,Lombardy,4,"Boston Sketch Pad, Water Color",0.0,155,5,3,4,64,2016,1,68,2016
Eloise Mahmood,Trieste,Friuli-Venezia Giulia,2,"Hoover Toaster, White",0.0,164,57,2,4,64,2016,6,66,2016
Eloise Mahmood,Trieste,Friuli-Venezia Giulia,2,"Cardinal Index Tab, Durable",0.0,38,17,5,4,64,2016,6,66,2016
Alana Zahel,Paris,Ile-de-France,0,"Stanley Canvas, Fluorescent",0.0,355,114,7,5,65,2016,5,65,2016
Alana Zahel,Paris,Ile-de-France,0,"Kraft Peel and Seal, Set of 50",0.0,61,11,3,5,65,2016,5,65,2016
Alana Zahel,Paris,Ile-de-France,0,"Tenex Shelving, Industrial",14.9,149,15,3,5,65,2016,5,65,2016
Alana Zahel,Paris,Ile-de-France,0,"Enermax Memory Card, USB",0.0,688,103,6,5,65,2016,5,65,2016
Julia Martell,Angers,Pays de la Loire,5,"Cardinal Binding Machine, Economy",0.0,348,97,7,5,65,2016,3,70,2016
Julia Martell,Angers,Pays de la Loire,5,"SanDisk Parchment Paper, 8.5 x 11",0.0,146,22,7,5,65,2016,3,70,2016
Eva Arnold,Frankfurt,Hesse,0,"Boston Highlighters, Water Color",0.0,110,20,5,6,66,2016,6,66,2016
Eva Arnold,Frankfurt,Hesse,0,"Jiffy Manila Envelope, Set of 50",0.0,156,62,6,6,66,2016,6,66,2016
Eva Arnold,Frankfurt,Hesse,0,"Motorola Audio Dock, Cordless",0.0,529,137,3,6,66,2016,6,66,2016
Jose Gambino,Castres,Languedoc-Roussillon-Midi-Pyrénées,6,"Hon Removable Labels, Laser Printer Compatible",0.0,40,13,4,6,66,2016,5,72,2016
Jose Gambino,Castres,Languedoc-Roussillon-Midi-Pyrénées,6,"Xerox Memo Slips, Premium",0.0,27,6,2,6,66,2016,5,72,2016
Adam Walpole,Dresden,Saxony,4,"BIC Pencil Sharpener, Easy-Erase",22.0,44,-40,3,6,66,2016,3,70,2016
Adam Walpole,Dresden,Saxony,4,"Binney & Smith Sketch Pad, Water Color",25.0,50,-17,2,6,66,2016,3,70,2016
Adam Walpole,Dresden,Saxony,4,"Boston Markers, Blue",6.5,13,-2,1,6,66,2016,3,70,2016
Adam Walpole,Dresden,Saxony,4,"Konica Receipt Printer, White",120.5,241,-77,4,6,66,2016,3,70,2016
Rebecca Heysen,Palermo,Sicily,2,"Panasonic Calculator, White",105.2,263,-31,9,6,66,2016,1,68,2016
Chelsea Bannister,Turin,Piedmont,6,"Cuisinart Stove, Silver",0.0,1078,323,2,1,68,2016,0,74,2016
Chelsea Bannister,Turin,Piedmont,6,"HP Ink, Digital",0.0,385,50,3,1,68,2016,0,74,2016
Andrew Stephens,Wolverhampton,England,4,"Stanley Canvas, Fluorescent",0.0,101,32,2,3,70,2016,0,74,2016
Andrew Stephens,Wolverhampton,England,4,"HP Wireless Fax, Digital",0.0,360,148,1,3,70,2016,0,74,2016
Carley Wynn,Munich,Bavaria,2,"Kleencut Ruler, High Speed",0.0,54,12,4,3,70,2016,5,72,2016
Brooke Horton,Ghent,East Flanders,4,"Green Bar Parchment Paper, Multicolor",0.0,18,6,1,3,70,2016,0,74,2016
Aaron Bootman,Neunkirchen,Saarland,0,"Smead Legal Exhibit Labels, Adjustable",0.0,27,4,3,4,71,2016,4,71,2016
Aaron Bootman,Neunkirchen,Saarland,0,"Tenex Shelving, Blue",9.8,98,-5,2,4,71,2016,4,71,2016
Harrison Cooke,Galway,Galway,2,"Harbour Creations Steel Folding Chair, Black",119.5,239,-162,5,5,72,2016,0,74,2016
Joyce Cornell,Dublin,Dublin,7,"HP Fax Machine, Laser",225.0,450,-90,3,5,72,2016,5,79,2016
Georgina Garner,Charleroi,Hainaut,2,"Harbour Creations Swivel Stool, Adjustable",0.0,548,153,3,0,74,2016,2,76,2016
Luther King,Brandenburg,Brandenburg,5,"Advantus Stacking Tray, Durable",0.0,211,57,8,0,74,2016,5,79,2016
Isabelle Torpy,Velsen,North Holland,5,"Novimex Steel Folding Chair, Red",20.5,41,-6,1,0,74,2016,5,79,2016
Isabelle Torpy,Velsen,North Holland,5,"Advantus Door Stop, Duo Pack",43.2,216,-38,6,0,74,2016,5,79,2016
Isabelle Torpy,Velsen,North Holland,5,"Rubbermaid Frame, Duo Pack",123.2,616,-69,7,0,74,2016,5,79,2016
Isabelle Torpy,Velsen,North Holland,5,"Advantus Clamps, Metal",5.0,10,-1,1,0,74,2016,5,79,2016
Isabelle Torpy,Velsen,North Holland,5,"Harbour Creations Color Coded Labels, Alphabetical",12.5,25,0,4,0,74,2016,5,79,2016
Isabelle Torpy,Velsen,North Holland,5,"Xerox Computer Printout Paper, Recycled",26.5,53,-18,4,0,74,2016,5,79,2016
Isabelle Torpy,Velsen,North Holland,5,"Xerox Note Cards, Recycled",6.5,13,-8,1,0,74,2016,5,79,2016
Tahlia Coughlan,Dunstable,England,6,"Hoover Blender, White",0.0,685,7,7,1,75,2016,0,81,2016
Tahlia Coughlan,Dunstable,England,6,"Epson Card Printer, Durable",0.0,850,289,5,1,75,2016,0,81,2016
Paul Collazo,Monza,Lombardy,7,"Stockwell Paper Clips, Assorted Sizes",0.0,57,6,5,1,75,2016,1,82,2016
Paul Collazo,Monza,Lombardy,7,"Konica Phone, Red",80.0,200,7,4,1,75,2016,1,82,2016
Catharine Robbins,Le Havre,Normandy,6,"Fellowes File Cart, Wire Frame",24.5,245,30,2,1,75,2016,0,81,2016
Alice Black,Bari,Apulia,4,"Smead Trays, Single Width",23.2,58,-8,2,1,75,2016,5,79,2016
Christy Wiley,Vigneux-sur-Seine,Ile-de-France,5,"SanDisk Keyboard, Programmable",0.0,166,27,2,3,77,2016,1,82,2016
Charli Rose,Rochdale,England,1,"Rogers Shelving, Industrial",0.0,250,75,4,3,77,2016,4,78,2016
Ali Jerger,Dundee,Scotland,5,"Canon Personal Copier, Laser",0.0,856,385,6,3,77,2016,1,82,2016
Ali Jerger,Dundee,Scotland,5,"Okidata Receipt Printer, White",0.0,485,29,4,3,77,2016,1,82,2016
Tyler Duncan,Duisburg,North Rhine-Westphalia,4,"Harbour Creations Removable Labels, Adjustable",0.0,41,6,5,3,77,2016,0,81,2016
Tyler Duncan,Duisburg,North Rhine-Westphalia,4,"Smead File Cart, Blue",34.4,344,-34,3,3,77,2016,0,81,2016
Tyler Duncan,Duisburg,North Rhine-Westphalia,4,"HP Ink, Laser",0.0,1030,206,8,3,77,2016,0,81,2016
Kian Sykes,Barcelona,Catalonia,0,"Cameo Business Envelopes, Set of 50",0.0,82,33,4,4,78,2016,4,78,2016
Louis Dominguez,Cork,Cork,0,"Stanley Markers, Easy-Erase",33.5,67,-67,6,4,78,2016,4,78,2016
Georgia Bermingham,Rome,Lazio,4,"Boston Highlighters, Water Color",0.0,110,20,5,4,78,2016,1,82,2016
Georgia Bermingham,Rome,Lazio,4,"Eaton Memo Slips, 8.5 x 11",0.0,54,14,3,4,78,2016,1,82,2016
Claudia Poore,Chelles,Ile-de-France,3,"Jiffy Business Envelopes, Set of 50",0.0,117,17,6,4,78,2016,0,81,2016
Claudia Poore,Chelles,Ile-de-France,3,"Canon Fax Machine, High-Speed",161.4,1076,-38,4,4,78,2016,0,81,2016
Claudia Poore,Chelles,Ile-de-France,3,"Sharp Fax Machine, Digital",225.9,1506,-266,6,4,78,2016,0,81,2016
John Basser,Graz,Styria,4,"Advantus Clock, Durable",0.0,242,14,5,5,79,2016,2,83,2016
Carol Evans,Bristol,England,0,"Rogers Folders, Industrial",0.0,62,9,2,5,79,2016,5,79,2016
Sarah Cross,Mainz,Rhineland-Palatinate,7,"Binney & Smith Markers, Fluorescent",0.0,51,14,2,5,79,2016,5,86,2016
Sarah Cross,Mainz,Rhineland-Palatinate,7,"Stanley Pens, Easy-Erase",0.0,31,14,3,5,79,2016,5,86,2016
